# of predictors,i,predictors,fold,tn|fp|fn|tp
10,37,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,37,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,37,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,37,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,37,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,38,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,38,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,38,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,38,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,38,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,39,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,39,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,39,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,39,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,39,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,40,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,40,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,40,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,40,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,40,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,41,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,41,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,41,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,41,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,41,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,42,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,42,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,42,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,42,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,42,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,43,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,43,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,43,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,43,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,43,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,44,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,44,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,44,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,44,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,44,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,45,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,45,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,45,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,45,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,45,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,46,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,46,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,46,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,46,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,46,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,47,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,47,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,47,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,47,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,47,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,48,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,48,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,48,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,48,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,48,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,49,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,49,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,49,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,49,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,49,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,50,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,50,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,50,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,50,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,50,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,51,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,51,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,51,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,51,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,51,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,52,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,52,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,52,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,52,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,52,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,53,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,53,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,53,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,53,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,53,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,54,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,54,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,54,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,54,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,54,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,55,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,55,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,55,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,55,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,55,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,56,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,56,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,56,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,56,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,56,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,57,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,57,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,57,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,57,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,57,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,58,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,58,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,58,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,58,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,58,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,59,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,59,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,59,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,59,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,59,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,60,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,60,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,60,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,60,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,60,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,61,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,61,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,61,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,61,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,61,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,62,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,62,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,62,1|2|3|4|5|6|7|8|9|10,2,13
10,62,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,62,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,63,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,63,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,63,1|2|3|4|5|6|7|8|9|10,2,13
10,63,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,63,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,64,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,64,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,64,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,64,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,64,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,65,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,65,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,65,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,65,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,65,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,66,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,66,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,66,1|2|3|4|5|6|7|8|9|10,2,13
10,66,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,66,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,67,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,67,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,67,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,67,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,67,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,68,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,68,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,68,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,68,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,68,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,69,0|1|2|3|4|5|6|7|8|9,0,8|2|3|0
10,69,0|1|2|3|4|5|6|7|8|9,1,7|3|1|2
10,69,0|1|2|3|4|5|6|7|8|9,2,8|2|2|1
10,69,0|1|2|3|4|5|6|7|8|9,3,9|1|2|1
10,69,0|1|2|3|4|5|6|7|8|9,4,10|0|3|0
10,70,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,70,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,70,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,70,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,70,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,71,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,71,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,71,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,71,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,71,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,72,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,72,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,72,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,72,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,72,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,73,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,73,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,73,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,73,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,73,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,74,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,74,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,74,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,74,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,74,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,75,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,75,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,75,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,75,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,75,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,76,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,76,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,76,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,76,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,76,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,77,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,77,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,77,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,77,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,77,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,78,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,78,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,78,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,78,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,78,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,79,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,79,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,79,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,79,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,79,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,80,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,80,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,80,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,80,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,80,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,81,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,81,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,81,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,81,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,81,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,82,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,82,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,82,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,82,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,82,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,83,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,83,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,83,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,83,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,83,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,84,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,84,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,84,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,84,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,84,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,85,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,85,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,85,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,85,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,85,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,86,0|1|2|3|5|6|7|8|9|10,0,3|2|3|5
10,86,0|1|2|3|5|6|7|8|9|10,1,1|4|0|8
10,86,0|1|2|3|5|6|7|8|9|10,2,3|2|2|6
10,86,0|1|2|3|5|6|7|8|9|10,3,3|2|6|2
10,86,0|1|2|3|5|6|7|8|9|10,4,3|3|2|5
10,87,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,87,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,87,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,87,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,87,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,88,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,88,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,88,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,88,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,88,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,89,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,89,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,89,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,89,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,89,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,90,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,90,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,90,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,90,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,90,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,91,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,91,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,91,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,91,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,91,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,92,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,92,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,92,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,92,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,92,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,93,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,93,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,93,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,93,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,93,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,94,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,94,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,94,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,94,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,94,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,95,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,95,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,95,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,95,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,95,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,96,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,96,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,96,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,96,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,96,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,97,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,97,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,97,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,97,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,97,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,98,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,98,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,98,1|2|3|4|5|6|7|8|9|10,2,13
10,98,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,98,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,99,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,99,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,99,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,99,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,99,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,100,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,100,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,100,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,100,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,100,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,101,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,101,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,101,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,101,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,101,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,102,1|2|3|4|5|6|7|8|9|10,0,0|0|1|12
10,102,1|2|3|4|5|6|7|8|9|10,1,0|0|1|12
10,102,1|2|3|4|5|6|7|8|9|10,2,13
10,102,1|2|3|4|5|6|7|8|9|10,3,0|1|0|12
10,102,1|2|3|4|5|6|7|8|9|10,4,0|1|0|12
10,103,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,103,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,103,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,103,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,103,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,104,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,104,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,104,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,104,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,104,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,105,0|2|3|4|5|6|7|8|9|10,0,1|4|4|4
10,105,0|2|3|4|5|6|7|8|9|10,1,3|2|2|6
10,105,0|2|3|4|5|6|7|8|9|10,2,4|1|0|8
10,105,0|2|3|4|5|6|7|8|9|10,3,2|2|2|7
10,105,0|2|3|4|5|6|7|8|9|10,4,4|0|1|8
10,106,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,106,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,106,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,106,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,106,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,107,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,107,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,107,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,107,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,107,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,108,0|1|2|3|4|5|6|7|9|10,0,8|1|2|2
10,108,0|1|2|3|4|5|6|7|9|10,1,9|0|3|1
10,108,0|1|2|3|4|5|6|7|9|10,2,9|0|0|4
10,108,0|1|2|3|4|5|6|7|9|10,3,8|1|0|4
10,108,0|1|2|3|4|5|6|7|9|10,4,7|1|1|4
10,109,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
10,109,0|1|3|4|5|6|7|8|9|10,1,2|2|0|9
10,109,0|1|3|4|5|6|7|8|9|10,2,2|2|1|8
10,109,0|1|3|4|5|6|7|8|9|10,3,3|2|2|6
10,109,0|1|3|4|5|6|7|8|9|10,4,3|2|0|8
10,110,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,110,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,110,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,110,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,110,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,111,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,111,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,111,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,111,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,111,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,112,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,112,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,112,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,112,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,112,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,113,0|1|2|4|5|6|7|8|9|10,0,4|0|3|6
10,113,0|1|2|4|5|6|7|8|9|10,1,2|2|1|8
10,113,0|1|2|4|5|6|7|8|9|10,2,1|4|0|8
10,113,0|1|2|4|5|6|7|8|9|10,3,2|3|1|7
10,113,0|1|2|4|5|6|7|8|9|10,4,5|0|1|7
10,114,0|1|2|3|4|5|6|8|9|10,0,5|2|3|3
10,114,0|1|2|3|4|5|6|8|9|10,1,5|2|1|5
10,114,0|1|2|3|4|5|6|8|9|10,2,6|1|2|4
10,114,0|1|2|3|4|5|6|8|9|10,3,6|0|3|4
10,114,0|1|2|3|4|5|6|8|9|10,4,6|0|4|3
10,115,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,115,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,115,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,115,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,115,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,116,0|1|2|3|4|6|7|8|9|10,0,5|2|2|4
10,116,0|1|2|3|4|6|7|8|9|10,1,5|2|1|5
10,116,0|1|2|3|4|6|7|8|9|10,2,3|3|2|5
10,116,0|1|2|3|4|6|7|8|9|10,3,5|1|3|4
10,116,0|1|2|3|4|6|7|8|9|10,4,6|0|4|3
10,117,0|1|2|3|4|5|6|7|8|10,0,5|3|0|5
10,117,0|1|2|3|4|5|6|7|8|10,1,6|2|2|3
10,117,0|1|2|3|4|5|6|7|8|10,2,6|1|2|4
10,117,0|1|2|3|4|5|6|7|8|10,3,7|0|2|4
10,117,0|1|2|3|4|5|6|7|8|10,4,6|1|1|5
10,118,0|1|2|3|4|5|7|8|9|10,0,4|1|1|7
10,118,0|1|2|3|4|5|7|8|9|10,1,1|4|4|4
10,118,0|1|2|3|4|5|7|8|9|10,2,2|3|1|7
10,118,0|1|2|3|4|5|7|8|9|10,3,1|3|4|5
10,118,0|1|2|3|4|5|7|8|9|10,4,1|3|4|5
10,119,0|1|3|4|5|6|7|8|9|10,0,1|3|1|8
