# of predictors,i,predictors,fold,f1_score_micro
18,29,1|2|3|5|6|7|8|9|11|14|15|17|20|23|24|26|27|34,0,0.7054655870445344
18,29,1|2|3|5|6|7|8|9|11|14|15|17|20|23|24|26|27|34,1,0.689404432132964
18,29,1|2|3|5|6|7|8|9|11|14|15|17|20|23|24|26|27|34,2,0.6842105263157895
18,30,1|2|3|5|8|11|13|15|17|20|22|25|26|27|30|31|32|33,0,0.6883931683513419
18,30,1|2|3|5|8|11|13|15|17|20|22|25|26|27|30|31|32|33,1,0.6739576213260424
18,30,1|2|3|5|8|11|13|15|17|20|22|25|26|27|30|31|32|33,2,0.6963562753036437
18,31,0|1|2|3|9|10|12|19|20|24|25|27|28|31|32|33|34|35,0,0.6958304853041695
18,31,0|1|2|3|9|10|12|19|20|24|25|27|28|31|32|33|34|35,1,0.6766917293233082
18,31,0|1|2|3|9|10|12|19|20|24|25|27|28|31|32|33|34|35,2,0.6963815789473684
20,0,0|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34,0,0.776239907727797
20,0,0|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34,1,0.7956455309396486
20,0,0|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34,2,0.7906799083269671
20,1,0|2|3|4|5|7|8|12|13|14|18|20|21|23|25|28|29|30|34|35,0,0.7920030757400999
20,1,0|2|3|4|5|7|8|12|13|14|18|20|21|23|25|28|29|30|34|35,1,0.7964396284829721
20,1,0|2|3|4|5|7|8|12|13|14|18|20|21|23|25|28|29|30|34|35,2,0.7911010558069381
20,2,2|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|32|34,0,0.735294117647059
20,2,2|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|32|34,1,0.7343453510436433
20,2,2|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|32|34,2,0.7221780604133545
20,3,0|1|2|3|4|6|8|10|11|14|17|19|22|24|26|28|30|31|33|35,0,0.7062693498452013
20,3,0|1|2|3|4|6|8|10|11|14|17|19|22|24|26|28|30|31|33|35,1,0.7009803921568627
20,3,0|1|2|3|4|6|8|10|11|14|17|19|22|24|26|28|30|31|33|35,2,0.7031910803537101
20,4,1|4|7|9|13|15|16|18|19|20|21|23|27|29|30|31|32|33|35|36,0,0.7099264705882353
20,4,1|4|7|9|13|15|16|18|19|20|21|23|27|29|30|31|32|33|35|36,1,0.6784313725490196
20,4,1|4|7|9|13|15|16|18|19|20|21|23|27|29|30|31|32|33|35|36,2,0.6828983248928711
20,5,1|2|3|4|6|7|10|16|17|18|20|21|22|23|24|25|28|29|33|35,0,0.7239819004524887
20,5,1|2|3|4|6|7|10|16|17|18|20|21|22|23|24|25|28|29|33|35,1,0.7251057285659361
20,5,1|2|3|4|6|7|10|16|17|18|20|21|22|23|24|25|28|29|33|35,2,0.7337461300309598
20,6,0|2|6|10|11|14|15|16|21|22|25|26|27|28|29|30|31|32|33|35,0,0.7005692599620493
20,6,0|2|6|10|11|14|15|16|21|22|25|26|27|28|29|30|31|32|33|35,1,0.6866589773164168
20,6,0|2|6|10|11|14|15|16|21|22|25|26|27|28|29|30|31|32|33|35,2,0.6866589773164168
20,7,0|3|4|7|8|11|12|15|16|17|19|20|25|26|27|29|30|33|34|35,0,0.705123339658444
20,7,0|3|4|7|8|11|12|15|16|17|19|20|25|26|27|29|30|33|34|35,1,0.687929717341482
20,7,0|3|4|7|8|11|12|15|16|17|19|20|25|26|27|29|30|33|34|35,2,0.6993034055727554
20,8,0|2|3|4|5|6|8|12|14|15|16|17|19|21|22|26|28|29|30|32,0,0.7192513368983957
20,8,0|2|3|4|5|6|8|12|14|15|16|17|19|21|22|26|28|29|30|32,1,0.7135217723453018
20,8,0|2|3|4|5|6|8|12|14|15|16|17|19|21|22|26|28|29|30|32,2,0.7093425605536332
20,9,0|2|7|9|10|11|12|14|15|16|17|18|19|20|21|22|23|27|28|30,0,0.7039600153787005
20,9,0|2|7|9|10|11|12|14|15|16|17|18|19|20|21|22|23|27|28|30,1,0.7155572755417957
20,9,0|2|7|9|10|11|12|14|15|16|17|18|19|20|21|22|23|27|28|30,2,0.7096530920060332
20,10,2|8|9|11|12|13|14|15|16|17|18|22|23|24|25|29|30|32|35|36,0,0.726643598615917
20,10,2|8|9|11|12|13|14|15|16|17|18|22|23|24|25|29|30|32|35|36,1,0.7337662337662337
20,10,2|8|9|11|12|13|14|15|16|17|18|22|23|24|25|29|30|32|35|36,2,0.7230710466004583
20,11,6|8|9|10|11|13|14|15|17|20|23|24|25|26|28|30|31|32|33|36,0,0.7184060721062617
20,11,6|8|9|10|11|13|14|15|17|20|23|24|25|26|28|30|31|32|33|36,1,0.7136222910216719
20,11,6|8|9|10|11|13|14|15|17|20|23|24|25|26|28|30|31|32|33|36,2,0.686401833460657
20,12,0|4|5|8|10|11|12|13|14|15|16|18|19|22|24|25|29|30|32|35,0,0.7420222991157247
20,12,0|4|5|8|10|11|12|13|14|15|16|18|19|22|24|25|29|30|32|35,1,0.7335863377609108
20,12,0|4|5|8|10|11|12|13|14|15|16|18|19|22|24|25|29|30|32|35,2,0.7562475970780469
20,13,0|3|4|7|10|11|12|14|16|17|20|21|23|24|25|27|28|29|31|33,0,0.7251057285659361
20,13,0|3|4|7|10|11|12|14|16|17|20|21|23|24|25|27|28|29|31|33,1,0.7345399698340875
20,13,0|3|4|7|10|11|12|14|16|17|20|21|23|24|25|27|28|29|31|33,2,0.7387770897832816
20,14,2|3|5|7|12|13|15|16|17|18|21|23|24|26|27|30|31|32|34|36,0,0.7019344650611923
20,14,2|3|5|7|12|13|15|16|17|18|21|23|24|26|27|30|31|32|34|36,1,0.7062643239113827
20,14,2|3|5|7|12|13|15|16|17|18|21|23|24|26|27|30|31|32|34|36,2,0.7073715562174236
20,15,0|1|3|4|6|7|8|10|11|13|17|19|22|24|27|29|30|31|33|36,0,0.7012987012987013
20,15,0|1|3|4|6|7|8|10|11|13|17|19|22|24|27|29|30|31|33|36,1,0.6828808446455505
20,15,0|1|3|4|6|7|8|10|11|13|17|19|22|24|27|29|30|31|33|36,2,0.6583560576548501
20,16,4|5|7|8|10|11|13|14|15|17|19|21|23|25|26|27|28|30|34|35,0,0.7224144559784699
20,16,4|5|7|8|10|11|13|14|15|17|19|21|23|25|26|27|28|30|34|35,1,0.7245989304812834
20,16,4|5|7|8|10|11|13|14|15|17|19|21|23|25|26|27|28|30|34|35,2,0.7188693659281896
20,17,0|2|3|8|10|12|13|14|15|18|19|23|25|26|28|29|32|33|35|36,0,0.726393188854489
20,17,0|2|3|8|10|12|13|14|15|18|19|23|25|26|28|29|32|33|35|36,1,0.7300150829562594
20,17,0|2|3|8|10|12|13|14|15|18|19|23|25|26|28|29|32|33|35|36,2,0.7335640138408305
20,18,0|1|2|5|8|9|10|11|12|16|17|18|21|22|24|27|30|32|33|36,0,0.6928543229372286
20,18,0|1|2|5|8|9|10|11|12|16|17|18|21|22|24|27|30|32|33|36,1,0.6820453671664745
20,18,0|1|2|5|8|9|10|11|12|16|17|18|21|22|24|27|30|32|33|36,2,0.7044025157232704
20,19,0|1|2|5|7|9|10|12|14|18|20|21|24|26|28|31|32|33|34|35,0,0.7416232315711094
20,19,0|1|2|5|7|9|10|12|14|18|20|21|24|26|28|31|32|33|34|35,1,0.7435601691657053
20,19,0|1|2|5|7|9|10|12|14|18|20|21|24|26|28|31|32|33|34|35,2,0.7227450980392157
20,20,0|2|6|8|11|12|13|15|17|21|22|23|26|27|31|32|33|34|35|36,0,0.6998102466793169
20,20,0|2|6|8|11|12|13|15|17|21|22|23|26|27|31|32|33|34|35|36,1,0.6934389140271493
20,20,0|2|6|8|11|12|13|15|17|21|22|23|26|27|31|32|33|34|35|36,2,0.7003921568627451
20,21,0|2|3|5|11|12|13|14|15|20|21|22|23|29|30|31|32|34|35|36,0,0.7407120743034055
20,21,0|2|3|5|11|12|13|14|15|20|21|22|23|29|30|31|32|34|35|36,1,0.7408688965782392
20,21,0|2|3|5|11|12|13|14|15|20|21|22|23|29|30|31|32|34|35|36,2,0.7424585218702866
20,22,2|3|6|7|10|11|12|14|15|16|18|19|20|26|27|29|30|32|34|36,0,0.6963330786860199
20,22,2|3|6|7|10|11|12|14|15|16|18|19|20|26|27|29|30|32|34|36,1,0.7085561497326202
20,22,2|3|6|7|10|11|12|14|15|16|18|19|20|26|27|29|30|32|34|36,2,0.6978085351787774
20,23,0|5|6|10|12|13|15|16|18|22|23|24|25|26|27|28|32|33|34|35,0,0.7173414820473644
20,23,0|5|6|10|12|13|15|16|18|22|23|24|25|26|27|28|32|33|34|35,1,0.693659281894576
20,23,0|5|6|10|12|13|15|16|18|22|23|24|25|26|27|28|32|33|34|35,2,0.7243367935409459
20,24,0|3|5|6|10|11|13|14|15|19|20|21|24|25|27|30|32|33|34|35,0,0.7070282658517952
20,24,0|3|5|6|10|11|13|14|15|19|20|21|24|25|27|30|32|33|34|35,1,0.7031554343591742
20,24,0|3|5|6|10|11|13|14|15|19|20|21|24|25|27|30|32|33|34|35,2,0.7039969834087482
20,25,1|2|4|6|7|8|12|13|16|17|18|19|24|25|29|30|31|32|33|34,0,0.7054901960784313
20,25,1|2|4|6|7|8|12|13|16|17|18|19|24|25|29|30|31|32|33|34,1,0.6974240676662822
20,25,1|2|4|6|7|8|12|13|16|17|18|19|24|25|29|30|31|32|33|34,2,0.7122114668652271
20,26,3|4|5|6|8|10|11|12|15|16|17|18|19|20|23|24|25|26|29|30,0,0.7175691468640435
20,26,3|4|5|6|8|10|11|12|15|16|17|18|19|20|23|24|25|26|29|30,1,0.7023763147643163
20,26,3|4|5|6|8|10|11|12|15|16|17|18|19|20|23|24|25|26|29|30,2,0.732519422863485
20,27,1|2|3|4|8|9|11|13|15|16|18|22|27|29|30|31|32|33|34|36,0,0.6986249045072574
20,27,1|2|3|4|8|9|11|13|15|16|18|22|27|29|30|31|32|33|34|36,1,0.7054978854286813
20,27,1|2|3|4|8|9|11|13|15|16|18|22|27|29|30|31|32|33|34|36,2,0.6959511077158136
20,28,0|1|2|3|4|5|11|13|17|18|19|20|21|23|24|25|29|31|32|34,0,0.7148422282820412
20,28,0|1|2|3|4|5|11|13|17|18|19|20|21|23|24|25|29|31|32|34,1,0.714391416944136
20,28,0|1|2|3|4|5|11|13|17|18|19|20|21|23|24|25|29|31|32|34,2,0.7171795870666148
20,29,1|2|3|5|12|13|15|16|17|18|19|21|22|23|24|25|26|28|29|36,0,0.6942724458204335
20,29,1|2|3|5|12|13|15|16|17|18|19|21|22|23|24|25|26|28|29|36,1,0.7073906485671192
20,29,1|2|3|5|12|13|15|16|17|18|19|21|22|23|24|25|26|28|29|36,2,0.6974240676662822
20,30,1|3|7|8|10|12|13|14|16|22|23|25|26|27|29|30|32|33|34|36,0,0.7307692307692306
20,30,1|3|7|8|10|12|13|14|16|22|23|25|26|27|29|30|32|33|34|36,1,0.7240712074303406
20,30,1|3|7|8|10|12|13|14|16|22|23|25|26|27|29|30|32|33|34|36,2,0.7193387158785084
20,31,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|31|32|35|36,0,0.6797818465134398
20,31,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|31|32|35|36,1,0.6933333333333334
20,31,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|31|32|35|36,2,0.6702205882352941
22,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34|35,0,0.8034858387799564
22,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34|35,1,0.8051948051948051
22,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|23|25|29|30|32|34|35,2,0.7926406926406926
22,1,0|2|3|4|5|7|8|10|12|13|14|18|20|21|23|25|28|29|30|33|34|35,0,0.8035087719298245
22,1,0|2|3|4|5|7|8|10|12|13|14|18|20|21|23|25|28|29|30|33|34|35,1,0.7951434878587197
22,1,0|2|3|4|5|7|8|10|12|13|14|18|20|21|23|25|28|29|30|33|34|35,2,0.7949367088607595
22,2,2|3|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34,0,0.7381263616557735
22,2,2|3|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34,1,0.7265392781316348
22,2,2|3|4|5|6|7|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34,2,0.7448123620309051
22,3,0|1|2|3|4|6|8|9|10|11|14|17|19|22|24|26|27|28|30|31|32|34,0,0.6917197452229299
22,3,0|1|2|3|4|6|8|9|10|11|14|17|19|22|24|26|27|28|30|31|32|34,1,0.6737306843267108
22,3,0|1|2|3|4|6|8|9|10|11|14|17|19|22|24|26|27|28|30|31|32|34,2,0.6945533769063181
22,4,2|4|5|7|9|12|13|15|16|18|19|20|21|23|25|26|27|29|30|32|35|36,0,0.7050108932461874
22,4,2|4|5|7|9|12|13|15|16|18|19|20|21|23|25|26|27|29|30|32|35|36,1,0.7067538126361655
22,4,2|4|5|7|9|12|13|15|16|18|19|20|21|23|25|26|27|29|30|32|35|36,2,0.6941935483870968
22,5,1|3|4|5|6|7|11|13|14|15|16|17|20|22|23|25|27|28|29|30|32|36,0,0.7223684210526314
22,5,1|3|4|5|6|7|11|13|14|15|16|17|20|22|23|25|27|28|29|30|32|36,1,0.7228511530398323
22,5,1|3|4|5|6|7|11|13|14|15|16|17|20|22|23|25|27|28|29|30|32|36,2,0.7342222222222222
22,6,0|2|5|8|10|11|12|14|15|16|17|19|20|21|22|23|24|25|28|30|31|35,0,0.7368421052631579
22,6,0|2|5|8|10|11|12|14|15|16|17|19|20|21|22|23|24|25|28|30|31|35,1,0.7113924050632912
22,6,0|2|5|8|10|11|12|14|15|16|17|19|20|21|22|23|24|25|28|30|31|35,2,0.7483443708609272
22,7,0|1|2|3|4|7|8|10|11|12|13|14|16|19|21|23|25|29|30|32|33|34,0,0.7619047619047619
22,7,0|1|2|3|4|7|8|10|11|12|13|14|16|19|21|23|25|29|30|32|33|34,1,0.7572984749455338
22,7,0|1|2|3|4|7|8|10|11|12|13|14|16|19|21|23|25|29|30|32|33|34,2,0.7532467532467532
22,8,0|1|2|3|4|5|6|7|8|9|11|13|14|16|19|21|24|25|27|28|31|34,0,0.7090909090909091
22,8,0|1|2|3|4|5|6|7|8|9|11|13|14|16|19|21|24|25|27|28|31|34,1,0.7067538126361655
22,8,0|1|2|3|4|5|6|7|8|9|11|13|14|16|19|21|24|25|27|28|31|34,2,0.7303030303030303
22,9,2|4|7|9|11|12|14|15|17|18|19|21|23|24|25|28|30|32|33|34|35|36,0,0.7078947368421052
22,9,2|4|7|9|11|12|14|15|17|18|19|21|23|24|25|28|30|32|33|34|35|36,1,0.7131182795698925
22,9,2|4|7|9|11|12|14|15|17|18|19|21|23|24|25|28|30|32|33|34|35|36,2,0.7112554112554113
22,10,4|6|8|9|10|11|13|14|15|19|20|23|24|25|27|28|30|32|33|34|35|36,0,0.704635761589404
22,10,4|6|8|9|10|11|13|14|15|19|20|23|24|25|27|28|30|32|33|34|35|36,1,0.6698412698412698
22,10,4|6|8|9|10|11|13|14|15|19|20|23|24|25|27|28|30|32|33|34|35|36,2,0.7055214723926381
22,11,0|1|2|4|7|8|10|11|12|13|14|16|18|19|20|22|24|27|30|32|35|36,0,0.7176470588235294
22,11,0|1|2|4|7|8|10|11|12|13|14|16|18|19|20|22|24|27|30|32|35|36,1,0.7194805194805194
22,11,0|1|2|4|7|8|10|11|12|13|14|16|18|19|20|22|24|27|30|32|35|36,2,0.7077922077922078
22,12,0|4|6|10|11|12|14|15|16|17|20|21|23|24|26|27|28|29|30|32|33|36,0,0.7006535947712418
22,12,0|4|6|10|11|12|14|15|16|17|20|21|23|24|26|27|28|29|30|32|33|36,1,0.7036559139784946
22,12,0|4|6|10|11|12|14|15|16|17|20|21|23|24|26|27|28|29|30|32|33|36,2,0.6884531590413944
22,13,2|3|5|7|8|12|13|15|16|17|18|19|25|26|27|29|30|31|32|33|34|36,0,0.6910675381263617
22,13,2|3|5|7|8|12|13|15|16|17|18|19|25|26|27|29|30|31|32|33|34|36,1,0.698494623655914
22,13,2|3|5|7|8|12|13|15|16|17|18|19|25|26|27|29|30|31|32|33|34|36,2,0.7037037037037037
22,14,0|1|2|4|5|6|7|8|9|13|18|19|21|22|23|24|26|27|29|31|34|36,0,0.681045751633987
22,14,0|1|2|4|5|6|7|8|9|13|18|19|21|22|23|24|26|27|29|31|34|36,1,0.6807692307692308
22,14,0|1|2|4|5|6|7|8|9|13|18|19|21|22|23|24|26|27|29|31|34|36,2,0.6741228070175439
22,15,0|1|2|5|6|8|9|12|15|16|17|18|22|23|25|28|29|32|33|34|35|36,0,0.7202614379084966
22,15,0|1|2|5|6|8|9|12|15|16|17|18|22|23|25|28|29|32|33|34|35|36,1,0.7342047930283224
22,15,0|1|2|5|6|8|9|12|15|16|17|18|22|23|25|28|29|32|33|34|35|36,2,0.7260215053763441
22,16,0|2|6|8|9|11|13|16|17|18|20|21|22|23|25|26|27|28|31|33|35|36,0,0.6967320261437908
22,16,0|2|6|8|9|11|13|16|17|18|20|21|22|23|25|26|27|28|31|33|35|36,1,0.6910675381263617
22,16,0|2|6|8|9|11|13|16|17|18|20|21|22|23|25|26|27|28|31|33|35|36,2,0.6950537634408602
22,17,0|2|3|4|5|7|9|10|11|12|13|15|17|18|20|21|23|24|26|29|31|35,0,0.7491666666666666
22,17,0|2|3|4|5|7|9|10|11|12|13|15|17|18|20|21|23|24|26|29|31|35,1,0.7342222222222222
22,17,0|2|3|4|5|7|9|10|11|12|13|15|17|18|20|21|23|24|26|29|31|35,2,0.7302428256070641
22,18,0|1|2|6|8|10|11|12|13|15|16|18|19|20|22|23|27|28|29|31|33|35,0,0.7132897603485838
22,18,0|1|2|6|8|10|11|12|13|15|16|18|19|20|22|23|27|28|29|31|33|35,1,0.7216450216450216
22,18,0|1|2|6|8|10|11|12|13|15|16|18|19|20|22|23|27|28|29|31|33|35,2,0.7203463203463204
22,19,0|2|3|5|7|11|12|13|14|15|19|20|21|22|23|27|28|31|33|34|35|36,0,0.7328976034858388
22,19,0|2|3|5|7|11|12|13|14|15|19|20|21|22|23|27|28|31|33|34|35|36,1,0.7376068376068378
22,19,0|2|3|5|7|11|12|13|14|15|19|20|21|22|23|27|28|31|33|34|35|36,2,0.7359649122807017
22,20,2|3|6|7|10|11|12|13|14|15|16|18|19|20|21|24|28|29|31|33|34|35,0,0.7440860215053764
22,20,2|3|6|7|10|11|12|13|14|15|16|18|19|20|21|24|28|29|31|33|34|35,1,0.719111111111111
22,20,2|3|6|7|10|11|12|13|14|15|16|18|19|20|21|24|28|29|31|33|34|35,2,0.7217948717948719
22,21,1|3|5|6|7|9|10|13|15|16|17|18|19|23|24|25|28|29|32|34|35|36,0,0.7155844155844155
22,21,1|3|5|6|7|9|10|13|15|16|17|18|19|23|24|25|28|29|32|34|35|36,1,0.7238095238095238
22,21,1|3|5|6|7|9|10|13|15|16|17|18|19|23|24|25|28|29|32|34|35|36,2,0.710239651416122
22,22,0|1|2|4|6|7|12|13|15|16|18|19|20|21|23|28|29|31|32|33|34|36,0,0.729004329004329
22,22,0|1|2|4|6|7|12|13|15|16|18|19|20|21|23|28|29|31|32|33|34|36,1,0.718421052631579
22,22,0|1|2|4|6|7|12|13|15|16|18|19|20|21|23|28|29|31|32|33|34|36,2,0.7354838709677418
22,23,1|2|3|4|5|6|7|8|11|12|13|14|15|21|24|25|29|30|32|33|35|36,0,0.7341880341880342
22,23,1|2|3|4|5|6|7|8|11|12|13|14|15|21|24|25|29|30|32|33|35|36,1,0.7446623093681917
22,23,1|2|3|4|5|6|7|8|11|12|13|14|15|21|24|25|29|30|32|33|35|36,2,0.7263157894736842
22,24,1|2|3|5|8|11|13|15|17|18|20|22|23|24|25|27|28|30|32|33|34|35,0,0.718421052631579
22,24,1|2|3|5|8|11|13|15|17|18|20|22|23|24|25|27|28|30|32|33|34|35,1,0.7371549893842887
22,24,1|2|3|5|8|11|13|15|17|18|20|22|23|24|25|27|28|30|32|33|34|35,2,0.7144736842105263
22,25,0|1|2|3|4|9|10|11|12|13|19|20|23|24|25|26|27|30|31|32|33|34,0,0.6811965811965812
22,25,0|1|2|3|4|9|10|11|12|13|19|20|23|24|25|26|27|30|31|32|33|34,1,0.6847682119205298
22,25,0|1|2|3|4|9|10|11|12|13|19|20|23|24|25|26|27|30|31|32|33|34,2,0.6987012987012987
22,26,1|2|3|5|6|13|15|16|18|19|20|21|22|23|24|26|30|31|32|33|35|36,0,0.6989106753812636
22,26,1|2|3|5|6|13|15|16|18|19|20|21|22|23|24|26|30|31|32|33|35|36,1,0.6878587196467991
22,26,1|2|3|5|6|13|15|16|18|19|20|21|22|23|24|26|30|31|32|33|35|36,2,0.7129511677282377
22,27,1|3|7|8|10|12|13|14|15|16|21|22|24|25|26|28|29|30|31|32|35|36,0,0.7605095541401274
22,27,1|3|7|8|10|12|13|14|15|16|21|22|24|25|26|28|29|30|31|32|35|36,1,0.75119825708061
22,27,1|3|7|8|10|12|13|14|15|16|21|22|24|25|26|28|29|30|31|32|35|36,2,0.7386313465783664
22,28,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|30|31|32|33|34|36,0,0.6780045351473923
22,28,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|30|31|32|33|34|36,1,0.6897435897435897
22,28,1|4|6|7|8|9|12|16|17|18|20|24|25|26|27|28|30|31|32|33|34|36,2,0.6827004219409283
22,29,0|1|3|4|5|6|7|10|12|13|15|16|17|20|22|25|26|27|31|32|33|34,0,0.7112554112554113
22,29,0|1|3|4|5|6|7|10|12|13|15|16|17|20|22|25|26|27|31|32|33|34,1,0.6967320261437908
22,29,0|1|3|4|5|6|7|10|12|13|15|16|17|20|22|25|26|27|31|32|33|34,2,0.7082251082251083
22,30,2|3|4|7|8|9|12|13|15|16|19|21|23|24|25|26|27|28|31|33|34|36,0,0.7078556263269639
22,30,2|3|4|7|8|9|12|13|15|16|19|21|23|24|25|26|27|28|31|33|34|36,1,0.7072847682119207
22,30,2|3|4|7|8|9|12|13|15|16|19|21|23|24|25|26|27|28|31|33|34|36,2,0.6919389978213507
22,31,0|2|7|8|9|10|11|13|15|17|18|20|21|23|25|28|29|30|31|33|34|36,0,0.7276688453159043
22,31,0|2|7|8|9|10|11|13|15|17|18|20|21|23|25|28|29|30|31|33|34|36,1,0.7355119825708061
22,31,0|2|7|8|9|10|11|13|15|17|18|20|21|23|25|28|29|30|31|33|34|36,2,0.7277419354838709
24,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|22|23|25|28|29|30|32|34|35,0,0.8146853146853147
24,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|22|23|25|28|29|30|32|34|35,1,0.8261738261738262
24,0,0|2|3|4|5|7|8|10|11|12|13|14|16|18|21|22|23|25|28|29|30|32|34|35,2,0.8265460030165912
24,1,0|2|3|4|5|7|8|10|11|12|13|14|18|20|21|22|23|25|28|29|30|33|34|35,0,0.8109602815485168
24,1,0|2|3|4|5|7|8|10|11|12|13|14|18|20|21|22|23|25|28|29|30|33|34|35,1,0.8044243338360986
24,1,0|2|3|4|5|7|8|10|11|12|13|14|18|20|21|22|23|25|28|29|30|33|34|35,2,0.8019851116625311
24,2,2|3|4|5|6|7|10|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34|36,0,0.7406311637080868
24,2,2|3|4|5|6|7|10|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34|36,1,0.7558312655086847
24,2,2|3|4|5|6|7|10|11|13|14|15|17|19|21|23|25|26|28|29|30|31|32|34|36,2,0.7338461538461538
24,3,0|1|2|3|4|6|8|9|10|11|14|17|19|21|22|24|25|26|27|28|30|31|32|34,0,0.6918081918081919
24,3,0|1|2|3|4|6|8|9|10|11|14|17|19|21|22|24|25|26|27|28|30|31|32|34,1,0.7083961789844142
24,3,0|1|2|3|4|6|8|9|10|11|14|17|19|21|22|24|25|26|27|28|30|31|32|34,2,0.6943056943056943
24,4,1|2|3|4|5|7|9|11|12|13|14|15|18|19|23|25|26|27|29|30|31|32|34|36,0,0.7052109181141439
24,4,1|2|3|4|5|7|9|11|12|13|14|15|18|19|23|25|26|27|29|30|31|32|34|36,1,0.717948717948718
24,4,1|2|3|4|5|7|9|11|12|13|14|15|18|19|23|25|26|27|29|30|31|32|34|36,2,0.7361932938856017
24,5,1|2|3|4|5|6|7|10|11|13|14|15|17|20|22|25|26|27|31|32|33|34|35|36,0,0.7063851181498241
24,5,1|2|3|4|5|6|7|10|11|13|14|15|17|20|22|25|26|27|31|32|33|34|35|36,1,0.7099461048505634
24,5,1|2|3|4|5|6|7|10|11|13|14|15|17|20|22|25|26|27|31|32|33|34|35|36,2,0.6724401426388181
24,6,0|1|2|3|5|7|8|10|11|12|15|16|17|19|20|21|22|24|25|29|30|32|33|35,0,0.7252747252747253
24,6,0|1|2|3|5|7|8|10|11|12|15|16|17|19|20|21|22|24|25|29|30|32|33|35,1,0.7112887112887114
24,6,0|1|2|3|5|7|8|10|11|12|15|16|17|19|20|21|22|24|25|29|30|32|33|35,2,0.7254901960784313
24,7,0|2|3|4|5|6|8|12|13|14|15|16|17|19|20|22|25|26|28|29|30|32|33|34,0,0.7307692307692306
24,7,0|2|3|4|5|6|8|12|13|14|15|16|17|19|20|22|25|26|28|29|30|32|33|34,1,0.7449392712550607
24,7,0|2|3|4|5|6|8|12|13|14|15|16|17|19|20|22|25|26|28|29|30|32|33|34,2,0.7214680744092509
24,8,0|5|6|7|9|11|12|14|15|16|17|18|19|20|21|22|23|25|26|27|28|30|32|35,0,0.7019230769230769
24,8,0|5|6|7|9|11|12|14|15|16|17|18|19|20|21|22|23|25|26|27|28|30|32|35,1,0.7226720647773279
24,8,0|5|6|7|9|11|12|14|15|16|17|18|19|20|21|22|23|25|26|27|28|30|32|35,2,0.7280744732974033
24,9,2|4|6|7|8|9|10|11|12|13|14|15|16|17|21|22|23|25|26|27|28|29|33|36,0,0.7184514831573655
24,9,2|4|6|7|8|9|10|11|12|13|14|15|16|17|21|22|23|25|26|27|28|29|33|36,1,0.7033685268979387
24,9,2|4|6|7|8|9|10|11|12|13|14|15|16|17|21|22|23|25|26|27|28|29|33|36,2,0.7280397022332507
24,10,2|5|6|7|9|10|11|12|14|15|16|17|20|22|23|25|26|28|30|31|32|33|34|35,0,0.7504930966469427
24,10,2|5|6|7|9|10|11|12|14|15|16|17|20|22|23|25|26|28|30|31|32|33|34|35,1,0.7388663967611337
24,10,2|5|6|7|9|10|11|12|14|15|16|17|20|22|23|25|26|28|30|31|32|33|34|35,2,0.7526395173453997
24,11,0|1|2|4|5|7|10|12|13|14|16|17|19|21|22|23|24|26|27|28|29|30|33|34,0,0.7390648567119156
24,11,0|1|2|4|5|7|10|12|13|14|16|17|19|21|22|23|24|26|27|28|29|30|33|34,1,0.7439205955334989
24,11,0|1|2|4|5|7|10|12|13|14|16|17|19|21|22|23|24|26|27|28|29|30|33|34,2,0.7249874308697838
24,12,1|3|5|7|8|9|10|12|13|15|16|17|18|20|21|22|24|26|28|31|32|33|35|36,0,0.7467532467532466
24,12,1|3|5|7|8|9|10|12|13|15|16|17|18|20|21|22|24|26|28|31|32|33|35|36,1,0.722473604826546
24,12,1|3|5|7|8|9|10|12|13|15|16|17|18|20|21|22|24|26|28|31|32|33|35|36,2,0.7172827172827173
24,13,0|1|3|4|5|6|7|8|9|10|11|13|17|18|19|22|24|25|27|29|30|31|33|36,0,0.6908091908091908
24,13,0|1|3|4|5|6|7|8|9|10|11|13|17|18|19|22|24|25|27|29|30|31|33|36,1,0.6646556058320764
